Unnamed: 0, Contract Id,Contract Description,Contract Amount,Contract Effective Date,Contract End Date,Currency Code,Contract Term,SLA Scheme Id,Customer Segment
983,84-8836638,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,650,2021-09-06,2022-08-15,INR,3 Months,#b9bbfd,Empty
984,54-0182501,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,350,2020-12-08,2020-09-02,INR,1 Month,#4c6893,Empty
985,95-2968493,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,950,2022-01-01,2021-01-11,INR,6 Months,#f87b73,Empty
986,69-3555220,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,950,2020-11-10,2022-01-04,INR,6 Months,#18e9b9,Empty
987,70-9038064,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,350,2020-09-02,2020-10-26,INR,1 Month,#a786d6,Empty
988,22-9925476,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,1500,2021-04-03,2021-07-18,INR,12 Months,#e3aca0,Empty
989,61-3286063,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,1500,2021-10-08,2021-11-08,INR,12 Months,#9e7a24,Empty
990,93-5580332,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,950,2021-05-24,2022-08-14,INR,6 Months,#10fa82,Empty
991,53-2241379,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,950,2019-05-06,2020-05-10,INR,6 Months,#ae50f4,Empty
992,46-5495487,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,1500,2019-05-11,2022-12-15,INR,12 Months,#8f204d,Empty
993,44-4703276,felis donec semper sapien a libero nam dui proin leo odio porttitor,950,2020-01-30,2023-05-07,INR,6 Months,#b5cd9f,Empty
994,20-0709567,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,950,2020-11-16,2023-03-06,INR,6 Months,#3a5418,Empty
995,71-0228805,nisi eu orci mauris lacinia sapien quis libero nullam sit amet,1500,2022-04-12,2021-08-22,INR,12 Months,#c0378c,Empty
996,15-9310366,posuere cubilia curae nulla dapibus dolor vel est donec odio justo,650,2020-06-09,2020-08-19,INR,3 Months,#93853a,Empty
997,49-1354785,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,350,2020-06-21,2022-01-02,INR,1 Month,#e0b4f8,Empty
998,71-0828876,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,1500,2019-05-09,2021-01-01,INR,12 Months,#ffacbc,Empty
999,69-8294975,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,650,2020-06-19,2023-01-02,INR,3 Months,#250be5,Empty
